,track.uri,track.name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature
311,5PTWlk21hqWnFu841NOp7k,I Give You My Heart,0.0027,0.744,215067.0,0.933,0.000315,0.114,-4.875,0.0329,145.977,0.911,4.0,4.0
312,0hrBpAOgrt8RXigk83LLNE,The Sign,0.00928,0.808,191240.0,0.786,0.0701,0.0574,-6.897,0.0447,96.987,0.899,4.0,4.0
313,0sP5kWa0azj9ucsZCSQxUS,Ich find dich scheisse,0.0274,0.817,216640.0,0.931,0.00133,0.042,-6.518,0.0413,140.258,0.984,9.0,4.0
314,3jxxYgf0lK155eeuSO5sH1,Mädchen - Mädchen-Radio-Mix,0.00493,0.735,195107.0,0.857,2.92e-05,0.251,-8.592,0.0728,99.029,0.662,9.0,4.0
315,6dHTkQYY3zdR9i9Nj0IGVW,"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix",0.0394,0.863,230760.0,0.781,0.000292,0.125,-8.546,0.0785,122.938,0.764,5.0,4.0
316,2yAVzRiEQooPEJ9SYx11L3,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,0.259,0.822,283748.0,0.969,0.000153,0.39,-11.471,0.0582,128.007,0.765,7.0,4.0
317,11mwFrKvLXCbcVGNxffGyP,Genie In a Bottle,0.209,0.633,217573.0,0.8,0.000123,0.137,-6.945,0.166,175.716,0.913,1.0,4.0
318,1SssFw74DdHVjRa6ADggdD,Sweat (A La La La La Long),0.0124,0.787,227067.0,0.728,0.0,0.157,-7.705,0.218,173.026,0.94,0.0,4.0
319,1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,0.0655,0.647,240693.0,0.514,0.0,0.398,-10.05,0.0593,79.975,0.386,8.0,4.0
320,4XZwpHpscrMkbpQPqjnwRJ,King Of My Castle - Roy Malone's King Mix,0.0438,0.868,299333.0,0.537,0.633,0.0604,-9.038,0.0783,125.02,0.764,10.0,4.0
321,2LjiPAQOVazT8sRyXL3XRs,Informer,0.0984,0.763,268910.0,0.742,0.0,0.38,-10.975,0.188,98.145,0.483,6.0,4.0
322,4BggEwLhGfrbrl7JBhC8EC,Butterfly,0.00132,0.736,216733.0,0.811,0.000142,0.107,-4.17,0.081,103.502,0.609,9.0,4.0
323,27AHAtAirQapVldIm4c9ZX,Jump,0.000501,0.749,195107.0,0.745,0.00403,0.333,-10.625,0.164,101.972,0.481,2.0,4.0
324,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,0.0025,0.979,254467.0,0.792,7.71e-06,0.102,-2.784,0.0388,116.012,0.583,2.0,4.0
325,5bYN7ttTmfpZYDgEqRF9sT,It's Like That,0.0114,0.848,249787.0,0.893,0.326,0.27,-10.079,0.0545,129.089,0.657,1.0,4.0
326,0cuq829zRNq4AEdmDJA4aw,Two Princes,0.00165,0.544,256947.0,0.905,1.97e-06,0.0532,-10.732,0.0646,103.594,0.825,7.0,4.0
327,1H5tvpoApNDxvxDexoaAUo,Who Let The Dogs Out,0.0605,0.869,198400.0,0.887,0.0,0.148,-4.505,0.0993,129.221,0.784,0.0,4.0
328,4fxF8ljwryMZX5c9EKrLFE,Boombastic,0.242,0.867,249933.0,0.538,1.75e-05,0.316,-16.183,0.361,158.328,0.781,2.0,4.0
329,0ZqveF2rEFlz2oqF2xrriP,The Riddle,0.0173,0.74,285427.0,0.876,0.00152,0.0785,-6.87,0.0369,127.002,0.825,6.0,4.0
330,37tzoWY1ubBQKGXiWdO5Qv,Where Do You Go,0.0346,0.734,272093.0,0.828,0.118,0.071,-11.018,0.0318,127.06,0.964,10.0,4.0
331,0FkLMOUTkSTPSAYkIXQ579,L'amour Toujours (Small Mix),0.0775,0.637,242053.0,0.878,0.0227,0.364,-4.449,0.0302,139.053,0.742,7.0,4.0
332,3M8Udb8BCORTooCQAjo4R2,My Heart Goes Boom - Radio Version 'Reloaded',0.171,0.771,221693.0,0.938,0.00664,0.0846,-6.0,0.0288,130.028,0.936,9.0,4.0
333,6UEfyhyfhYQsyipxOd95Ie,The Ketchup Song (Aserejé) - Spanglish Version,0.0193,0.607,213973.0,0.923,1.1e-06,0.0924,-6.777,0.0948,184.819,0.868,1.0,4.0
334,5YZuePCawcrg0DJrWovPu7,Witch Doctor,0.0972,0.875,187453.0,0.941,0.000143,0.184,-6.438,0.0474,136.044,0.968,0.0,4.0
335,5EYdTPdJD74r9EVZBztqGG,The Bad Touch,0.00397,0.831,260507.0,0.735,0.0205,0.123,-6.254,0.0384,122.979,0.97,0.0,4.0
336,015p8TgFahkz0viuux9YGJ,Eins Zwei Polizei,0.0127,0.712,313427.0,0.946,0.253,0.419,-11.8,0.0321,144.885,0.983,4.0,4.0
337,2goLsvvODILDzeeiT4dAoR,Believe,0.0082,0.652,239027.0,0.917,0.0,0.0509,-6.72,0.0548,132.975,0.459,6.0,4.0
338,1SfYqNab6yiVBKUHhEXGAD,It's Raining Men,0.335,0.726,214667.0,0.888,0.000345,0.689,-7.191,0.0726,136.29,0.617,5.0,4.0
339,5UmGJS0jd1r52OjnNvVHvU,La Bomba,0.0852,0.895,199107.0,0.92,0.0,0.16,-5.18,0.187,99.998,0.891,1.0,4.0
340,3dxDj8pDPlIHCIrUPXuCeG,Sandstorm,0.146,0.532,225667.0,0.967,0.985,0.115,-7.977,0.0457,136.083,0.59,11.0,4.0
341,1n7omixiROWs5q6xpWiQuL,Satisfaction - Isak Original Extended,0.163,0.793,285571.0,0.698,0.145,0.0745,-3.626,0.104,130.017,0.339,11.0,4.0
342,3YB6nCSuFqNiqOvPtAPK9X,Be My Lover,0.00319,0.673,241133.0,0.842,1.08e-05,0.952,-10.171,0.0304,134.802,0.806,1.0,4.0
343,6NLAzDPHSlV2bl7XbmivOq,Rhythm Is A Dancer - 12'' Version,0.111,0.767,316138.0,0.869,0.0688,0.0815,-7.323,0.0334,124.254,0.849,9.0,4.0
344,3L9RIFcNF9IDGPRE96EO7N,The Rhythm of the Night,0.000232,0.69,264280.0,0.805,0.739,0.095,-11.522,0.0336,127.808,0.799,5.0,4.0
345,2wz5weI4PREzpexKfrKgwv,Sweet Dreams,0.0784,0.656,204587.0,0.956,0.0247,0.0923,-5.647,0.0536,133.713,0.831,11.0,4.0
346,0ibYVniVLMJWvc3eNfYk8T,Run Away,0.000683,0.721,244133.0,0.924,0.00382,0.0817,-8.282,0.0396,130.947,0.694,1.0,4.0
347,74jTexO94dFGyXGyeu8krd,Beautiful Life,0.202,0.749,221187.0,0.988,0.00631,0.17,-5.266,0.0387,135.015,0.749,0.0,4.0
348,2rTYgHxgcndkUrRoU7x0Sv,Mr. Vain,0.0478,0.676,336840.0,0.996,0.262,0.333,-7.946,0.0397,132.871,0.4,9.0,4.0
349,5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,0.0462,0.584,199907.0,0.889,0.828,0.309,-5.941,0.0343,126.04,0.464,1.0,4.0
350,1mv4lh1rW1K6xhxhJmEezy,Music Sounds Better With You - Radio Edit,0.00128,0.729,260907.0,0.662,0.208,0.305,-7.191,0.337,124.149,0.359,5.0,4.0
351,0xTySVrQi5Li96Wu7pCp80,Ayla - Original 1995 Mix,0.186,0.657,238400.0,0.723,0.925,0.0967,-14.516,0.0297,139.997,0.634,2.0,4.0
352,0wYVNC09iLBVIqHB07Hckt,Ecstasy,0.135,0.658,261093.0,0.878,0.591,0.0948,-6.834,0.0346,130.009,0.907,8.0,4.0
353,4RQGig0Vhr4GXmqfklCCyK,Rapture (Armin Van Burren Remix Remastered - Made Radio Edit) [feat. Nadia Ali],0.326,0.541,189701.0,0.931,0.129,0.325,-9.687,0.0552,128.584,0.148,10.0,4.0
354,6bFGodepI4y7w4AJBcCB1E,When I Hear Music,0.000565,0.762,425560.0,0.757,0.301,0.0495,-8.459,0.0347,126.206,0.755,1.0,4.0
355,3AAufodtnqwvGMzklCU7qd,Diamond Girl,0.0413,0.784,302133.0,0.891,0.0147,0.244,-12.602,0.0737,127.269,0.955,8.0,4.0
356,3W6WaJa1wRQfbhqotaHtyM,Fantasy Girl,0.00793,0.655,474333.0,0.486,0.3,0.129,-16.934,0.0337,127.214,0.449,9.0,4.0
357,60tsXfCcG6Ljxsr8whOXL5,The Sound Of San Francisco - Progressive Album Mix,0.000573,0.694,224200.0,0.823,0.00102,0.134,-5.739,0.048,132.337,0.501,6.0,4.0
358,5DLxa90qJDrft9CXVFBfi4,What A Feeling (Flashdance) - Clubhouse Album Mix,0.000244,0.718,213933.0,0.826,0.0312,0.335,-5.648,0.0904,129.403,0.544,7.0,4.0
359,4rwpZEcnalkuhPyGkEdhu0,Scary Monsters and Nice Sprites,0.00336,0.523,243354.0,0.944,0.557,0.119,-3.581,0.0837,139.997,0.324,7.0,4.0
360,14epucTZd8dLIYipdByNZS,Antidote - Extended,0.000643,0.733,374125.0,0.821,0.367,0.0617,-6.021,0.0991,128.013,0.63,7.0,4.0
361,0VffaI2jwQknRrxpECYHsF,Greyhound,0.00666,0.723,410097.0,0.806,0.876,0.276,-4.989,0.0521,124.976,0.539,0.0,4.0
362,06h3McKzmxS8Bx58USHiMq,Silhouettes - Original Radio Edit,0.155,0.605,211880.0,0.8,0.0562,0.121,-6.235,0.0545,128.074,0.836,5.0,4.0
363,1zIEwDU2IZyHjy17ssOvyr,Save The World,0.00355,0.654,410897.0,0.737,0.000273,0.0807,-6.435,0.108,127.001,0.223,0.0,4.0
364,043bfUkTydw0xJ5JjOT91w,Don't You Worry Child,0.0144,0.632,403493.0,0.88,0.0021,0.118,-4.051,0.0463,129.007,0.338,2.0,4.0
365,4qxUFzBKlmP98kIRKFszju,Lights - Bassnectar Remix - Bonus Track,0.00489,0.529,276627.0,0.804,0.69,0.779,-4.882,0.029,140.004,0.316,1.0,4.0
366,2lLFCl7O5GWhR6RcuC4VXd,Feel So Close - Nero Remix,0.000269,0.423,284813.0,0.818,2.06e-05,0.238,-3.068,0.0348,140.038,0.158,2.0,4.0
367,60wwxj6Dd9NJlirf84wr2c,Clarity,0.0398,0.509,271427.0,0.781,0.0,0.0749,-3.48,0.072,128.0,0.176,8.0,4.0
368,2ISSQPb9LHHiV6ng2NXosL,Beautiful Now,0.0079,0.628,218293.0,0.833,1.48e-05,0.074,-4.126,0.0282,128.003,0.56,11.0,4.0
369,46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),0.00711,0.506,227074.0,0.805,0.00193,0.0856,-4.119,0.0469,126.008,0.383,1.0,4.0
370,6fKEplI9iN0JMHsRGQESaT,Firebird,0.00145,0.547,248280.0,0.878,0.344,0.336,-4.245,0.0485,128.018,0.405,3.0,4.0
371,0qlAureWHln3vDCsqnkyRE,Done With Love,0.06,0.579,296280.0,0.759,0.000138,0.117,-5.584,0.0386,127.875,0.127,2.0,4.0
372,2CgOd0Lj5MuvOqzqdaAXtS,Shelter,0.00293,0.276,218965.0,0.796,0.0,0.184,-4.499,0.0579,199.526,0.26,0.0,4.0
373,1JY6B9ILvmRla2IKKRZvnH,Sad Machine,0.034,0.47,350690.0,0.706,1.31e-06,0.0726,-4.902,0.0322,88.519,0.327,0.0,4.0
374,6BivCuyKJtgLa9ooFsvUoZ,Flicker,0.0331,0.589,279000.0,0.713,0.000411,0.178,-3.756,0.0976,92.018,0.547,10.0,4.0
375,18cCBvygH6yEFDY0cYN3wT,Divinity,0.00755,0.496,368373.0,0.55,0.0122,0.0814,-5.418,0.034,90.036,0.144,2.0,4.0
376,5x5zRAJy1a8lSKWCCKSCIH,I Turn To You - Hex Hector Radio Mix,0.00786,0.638,252493.0,0.955,0.000128,0.16,-2.247,0.0274,137.987,0.6,6.0,4.0
377,5fQYWlXGarlfseuxG0F403,I Do Both Jay and Jane (Rave Mix),0.00501,0.791,502800.0,0.84,0.158,0.0696,-6.179,0.0905,131.581,0.539,11.0,4.0
378,3cJh89D0za2SW705fNBo3b,Where's Your Head At,6.42e-05,0.61,285533.0,0.918,0.0853,0.273,-4.817,0.0298,127.864,0.415,0.0,4.0
379,1j6lrR4BzRGKwvAPfrIcbf,Invaders Must Die,0.000508,0.606,295027.0,0.9,0.901,0.112,-5.168,0.0547,140.035,0.115,6.0,4.0
380,144adL7pGHEWRwute2wxzZ,Omen,0.000941,0.545,216027.0,0.953,0.117,0.281,-5.172,0.0441,140.002,0.558,7.0,4.0
381,0EcH1iItB5rVIZaaiQMbsG,Take Me Away (Into The Night) - Vocal Radio Mix,0.00212,0.617,190427.0,0.79,0.0455,0.159,-6.983,0.0365,138.001,0.267,3.0,4.0
382,33yAEqzKXexYM3WlOYtTfQ,D.A.N.C.E,0.034,0.613,242267.0,0.962,0.0,0.824,-5.07,0.278,113.015,0.496,6.0,4.0
383,5lgS45xqkTk2HVm7Jph9ya,Love Don't Let Me Go,7.37e-05,0.593,216893.0,0.836,0.0,0.117,-4.774,0.0463,127.087,0.406,10.0,4.0
384,4EzZPB8OujNAeND6C2SduJ,I'm Gonna Get You - Original Flavour Mix,0.0153,0.742,319493.0,0.734,0.728,0.0493,-11.393,0.04,126.988,0.723,1.0,4.0
385,0uqvSVhGgQTIdj9G51vhvv,Finally,0.00653,0.791,245000.0,0.658,0.0,0.0472,-11.128,0.0445,120.066,0.842,7.0,4.0
386,3lX3jXOthWEzahVB1JSC2D,Set U Free,0.101,0.636,258933.0,0.645,1.64e-05,0.0686,-11.64,0.0873,128.43,0.711,6.0,4.0
387,7nmvwosdapB8Bro5uIM7n2,Show Me Love - Extended Mix,0.0238,0.794,464267.0,0.736,0.00293,0.0767,-8.626,0.0635,120.255,0.687,5.0,4.0
388,0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),0.0678,0.604,245040.0,0.788,0.153,0.127,-3.673,0.103,126.06,0.301,0.0,4.0
389,0DhH2Soc7KYFxofj2AZzeB,9 PM - Till I come >The U.K. Mixes< - Sequential One 1999 Remix,0.00697,0.782,385147.0,0.786,0.792,0.0886,-7.67,0.0601,135.236,0.403,9.0,4.0
390,4WFOXw0UnppTTagEAlrpAK,Everytime You Need Me - Radio Version,0.151,0.682,213347.0,0.917,0.0668,0.34,-5.459,0.0318,137.031,0.79,11.0,4.0
391,1QJFW9TapmQA41A1gp9nNe,L'amour Toujours,0.0127,0.593,417533.0,0.738,0.00391,0.156,-6.93,0.0248,134.989,0.506,11.0,4.0
392,1HfPcQ3c2HyGeID3u1lmCa,She Wolf (Falling to Pieces) [feat. Sia],0.0834,0.491,222500.0,0.857,7.57e-06,0.344,-2.634,0.0656,129.971,0.395,7.0,4.0
393,05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),0.41,0.695,234507.0,0.869,0.0,0.237,-5.066,0.0483,124.989,0.58,8.0,4.0
394,2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,0.109,0.596,217347.0,0.738,0.0,0.0947,-3.109,0.0411,127.961,0.461,8.0,4.0
395,1dFkD1JfRMzwO6hwUsE8aS,Spectrum,0.0137,0.609,243413.0,0.801,0.00349,0.127,-4.417,0.034,129.99,0.407,0.0,4.0
396,2VtX9viww814jnWFERUhAS,Follow You Down,0.00792,0.688,347280.0,0.694,0.0117,0.365,-5.335,0.0451,128.009,0.576,9.0,4.0
397,4OIMUs3KgUh77mjzJ8I5f9,The Bomb! (These Sound Fall into My Mind) - Radio Edit,0.0119,0.781,203827.0,0.881,0.389,0.0797,-3.804,0.0423,125.935,0.868,9.0,4.0
398,3NRDLYyqIXja0UElvdzjkB,Language,0.0169,0.738,368476.0,0.613,0.0493,0.0684,-6.001,0.403,127.988,0.407,6.0,4.0
399,0nejfXN5tjdICWIdfakXWx,Lionhearted,0.0244,0.621,266107.0,0.74,0.00219,0.174,-6.925,0.034,119.993,0.349,8.0,4.0
400,0AnJGlNdR56Hco4c2f4IYz,Polygon Dust,0.0297,0.482,209467.0,0.757,0.0,0.0819,-3.387,0.042,95.002,0.412,0.0,4.0
401,1pUsdir2xhSxP0RyBe9lLH,Icarus,0.000208,0.479,214653.0,0.829,0.365,0.12,-2.284,0.0514,126.104,0.146,1.0,4.0
402,7gUg4GdOA6Y6yRDe36GIjK,You,0.00837,0.184,221286.0,0.871,0.167,0.15,-3.245,0.0661,127.972,0.21,8.0,4.0
403,1eyzqe2QqGZUmfcPZtrIyt,Midnight City,0.0161,0.526,241440.0,0.712,0.0,0.179,-6.525,0.0356,105.009,0.32,11.0,4.0
404,7kXmJwrZGIhDaLT9sNo3ut,Hey Boy Hey Girl,0.119,0.632,290493.0,0.92,0.508,0.114,-4.976,0.0531,127.001,0.363,2.0,4.0
405,1pKYYY0dkg23sQQXi0Q5zN,Around the World,0.00356,0.956,429533.0,0.795,0.889,0.0906,-5.311,0.15,121.294,0.841,7.0,4.0
406,7mCQK9YB25WZw1saUjfL4e,The Rockafeller Skank,0.0117,0.665,413880.0,0.991,0.00392,0.339,-6.725,0.256,152.596,0.0676,7.0,4.0
407,2iwGE4y7yF8qzKc5WZ2Z8R,Smack My Bitch Up,0.00306,0.604,343387.0,0.995,0.626,0.109,-3.641,0.164,136.216,0.262,10.0,4.0
408,7g8cjrj0sXScNE727685JE,"Kernkraft 400 - DJ Gius Mix, Radio Edit",0.00415,0.714,207267.0,0.528,0.854,0.0819,-8.789,0.0692,139.983,0.297,6.0,4.0
409,3UPBOL5UtCZmJRwioMkfLD,Encore Une Fois - Future Breeze Edit,0.00683,0.663,221160.0,0.925,0.703,0.185,-6.775,0.0449,132.687,0.843,9.0,4.0
410,3bUNyRrTFJDd4mqvUcb1Aa,Born Slippy (Nuxx) - Radio Edit,0.00107,0.542,264187.0,0.966,0.128,0.0984,-8.255,0.0421,140.071,0.351,10.0,4.0
411,7gWc0QEt2hoIkMv3XxPY1T,Insomnia - Radio Edit,0.0352,0.71,213547.0,0.757,0.00306,0.138,-10.636,0.0302,127.107,0.492,7.0,4.0
412,4HVGC52IogHANcKFA0QYiT,Yeah Yeah - D Ramirez Vocal Radio Edit,0.069,0.778,161627.0,0.618,0.0,0.362,-7.667,0.0827,126.065,0.693,0.0,4.0
413,6v4wES772fbDP9GzjGXMK6,Air Haven,0.194,0.833,202000.0,0.51,0.753,0.0694,-11.754,0.0868,120.0,0.375,7.0,4.0
414,3v2oAQomhOcYCPPHafS3KV,Opus,0.000702,0.275,543453.0,0.721,0.821,0.0792,-6.222,0.0359,125.156,0.184,6.0,4.0
415,4q4AsJhNDkL7kmdRHXacur,Song 2 - Fitness Version,0.094,0.681,259085.0,0.903,0.00102,0.196,-9.99,0.0344,134.983,0.812,1.0,4.0
416,3vRYtf5xgPrYeVzAmqvzTd,The Salmon Dance,0.0421,0.863,220227.0,0.736,5.03e-05,0.0968,-6.888,0.0439,124.013,0.739,0.0,4.0
417,0LSLM0zuWRkEYemF7JcfEE,Technologic,0.000369,0.812,284280.0,0.516,1.09e-05,0.0991,-6.963,0.224,127.498,0.633,9.0,4.0
418,0tdxwIjvZq1SXuyghptjRO,You Gonna Want Me - Tocadisco Remix,0.000305,0.735,372960.0,0.51,0.284,0.0656,-6.969,0.0553,126.977,0.125,9.0,4.0
419,5gDVFVaMndsyTDegGYX5cU,Firefly Cave,0.0131,0.604,241846.0,0.633,0.128,0.149,-11.2,0.0501,130.027,0.829,9.0,4.0
420,57nKL06bKwjaM5Y0aMtY9v,In And Out Of Love,0.067,0.526,181680.0,0.705,6.4e-05,0.125,-6.777,0.0301,134.947,0.413,5.0,4.0
421,5VHbwTo0bWAdzVQPa5NNdg,Perfect (Exceeder) - Vocal Club Mix,0.00586,0.761,399323.0,0.777,0.741,0.296,-8.303,0.0885,127.996,0.769,6.0,4.0
422,1g8tfpzmnzwf9dthE8abM3,Closer to Heaven,0.00142,0.667,438333.0,0.918,0.734,0.165,-7.997,0.0752,144.001,0.344,9.0,4.0
423,52PYQA6qjO2HEg8hAsfGmt,Nightmare (Sinister Strings Radio Edit),0.00648,0.732,205922.0,0.994,0.0238,0.138,-4.812,0.0397,134.286,0.0594,7.0,4.0
424,4Wcskrwj034NGV14g0EGCL,3 2 1 Fire - Santos Acrobatic Motorball Mix,2.37e-05,0.627,408125.0,0.936,0.916,0.229,-8.361,0.0946,132.999,0.386,8.0,4.0
425,5sdDzzl866nMO5HQaNWrUH,I Wish,0.2,0.69,180893.0,0.76,0.289,0.0779,-10.18,0.101,145.03,0.858,6.0,4.0
426,2yWyFT6bW1Rd9cjVvYi4v8,Superstylin',0.00346,0.742,360427.0,0.798,0.00131,0.259,-8.263,0.0558,128.967,0.928,9.0,4.0
427,3MCCYUXWRRGVk4sf2IhzoJ,Lazy (feat. David Byrne),0.00096,0.696,255920.0,0.679,6.5e-06,0.111,-9.108,0.0312,130.011,0.886,1.0,4.0
428,6B8Sm7JafUT6zMfMkWWnH0,No Good (Start the Dance),0.00662,0.642,379907.0,0.996,0.75,0.181,-4.343,0.0557,144.993,0.161,5.0,4.0
429,0UGXglDH1G7CBRRuXQxFM0,Freestyler - Alternative Radio Edit,0.0181,0.838,247893.0,0.965,0.213,0.0585,-4.992,0.0866,163.845,0.893,11.0,4.0
430,0UzhQhSjlIiNHqozH0tKHl,Voodoo People,0.00128,0.664,387067.0,0.998,0.466,0.287,-5.86,0.0642,149.002,0.37,6.0,4.0
431,0RqYFlUvMjCfNG9oP2KVuT,Blood Is Pumping,0.037,0.564,209307.0,0.963,0.77,0.367,-8.611,0.0411,137.599,0.242,7.0,4.0
432,0CECbcanOoDprkHvuutPN4,Lethal Industry,6.62e-06,0.581,405920.0,0.879,0.852,0.0848,-9.845,0.057,135.026,0.0399,4.0,4.0
433,6gLWmriEtCkfnIvTmWyb4e,Yeke Yeke - Short Mix,0.000364,0.629,180107.0,0.939,0.0914,0.12,-4.874,0.073,128.033,0.346,1.0,4.0
434,7y7OUhisOYWzku0YUp71gW,Full Focus - Radio Version,0.000238,0.554,166800.0,0.883,0.895,0.081,-5.939,0.0297,131.929,0.186,0.0,4.0
435,5hDPWrf12qJQ2pFGTbputX,Ecuador - Original Radio Edit,0.00223,0.591,212133.0,0.888,0.699,0.396,-6.836,0.0354,132.885,0.588,4.0,4.0
436,5FDn1oWUD5BXL2HCfmCk2F,Man With The Red Face - Radio Edit,0.0127,0.632,235039.0,0.842,0.781,0.0984,-7.868,0.0335,126.952,0.674,0.0,4.0
437,6Pt9xUGrDSZ4y8jUHGpWZw,My Friend - Compilation Edit,0.113,0.771,239538.0,0.929,0.79,0.0835,-5.848,0.134,128.011,0.0354,7.0,4.0
438,0Kz0jt07LSlLVYO2razzQp,Dancefloor - Radio Edit,0.0316,0.859,184947.0,0.854,0.00539,0.0743,-7.013,0.111,122.003,0.607,6.0,4.0
439,429n2DiVGtUhLykaXmBKfT,Blade - 200 C° Radio Edit,0.000104,0.532,220811.0,0.948,0.185,0.328,-7.267,0.0435,134.018,0.424,8.0,4.0
440,0jBVcUK9wvvw3vHuMnxscS,Just Bleep Me (Satisfaction),0.00241,0.656,354675.0,0.913,0.00839,0.14,-6.39,0.418,130.064,0.29,0.0,4.0
441,6s9l3SVqpXLXnJ1OhkTA0q,Electrize,0.0395,0.847,472967.0,0.737,0.0202,0.522,-7.422,0.28,128.009,0.702,7.0,4.0
442,6zXQ79GjGTPsThdRoheJlA,Walking Away,0.00493,0.665,226507.0,0.715,0.876,0.504,-7.55,0.0399,127.082,0.355,5.0,4.0
443,7KUsZg51ktiV77dhS03IME,Exceeder,0.000377,0.655,175308.0,0.767,0.905,0.343,-6.38,0.0522,127.984,0.593,6.0,4.0
444,2kz2jdB76bTMweaNuBUcji,Run For Cover (Radio Edit),0.035,0.853,357747.0,0.632,0.22,0.087,-6.183,0.12,129.993,0.729,10.0,4.0
445,45dFoM6uCr2zDP7V29lhGC,Party Bobba - Mowgli Remix,0.00263,0.871,352989.0,0.418,0.0723,0.223,-11.243,0.0614,126.035,0.492,6.0,4.0
446,2mkBHN67xLpHrpqOuj79Yz,Chase the Sun,0.0152,0.591,233040.0,0.765,0.028,0.357,-7.511,0.0305,128.014,0.485,9.0,4.0
447,1j2RM0usaSY1eNRz2ntoCG,The Creeps (Get On The Dancefloor) - Radio Edit,0.0085,0.756,169173.0,0.78,0.478,0.3,-5.278,0.0606,129.76,0.856,11.0,4.0
448,65opF0Zb5GJMoNgWOx6caT,The Drill - Radio Edit,0.000319,0.799,179840.0,0.742,0.817,0.0557,-6.929,0.0425,128.019,0.418,9.0,4.0
449,5BkmvGrdveBoQpYjiYQVPR,I'll Be There (feat. Jimbolee),0.0317,0.706,308265.0,0.933,0.25,0.0678,-5.989,0.0542,127.985,0.449,6.0,4.0
450,1KaZoy4ZW6CtpoasYMlPOe,"75, Brazil Street - Radio Mix",0.00467,0.857,207880.0,0.605,0.61,0.187,-6.318,0.0711,127.001,0.525,2.0,4.0
451,4jcf9XSGR2rhIJ8DavPWr8,Feels Like Home (Radio Edit),1.1e-05,0.433,195200.0,0.901,0.93,0.185,-4.767,0.0284,130.019,0.476,7.0,4.0
452,1zfDxciOQhfLDiS8L1ZP7V,Koma (Reloaded) - Single Mix,0.0727,0.679,207000.0,0.905,0.174,0.107,-6.462,0.0288,139.982,0.31,5.0,4.0
453,1SzhNmncwFyZHXLFs0rgxT,Phatt Bass - Warp Brothers Single Cut,0.0823,0.694,242853.0,0.879,0.446,0.367,-7.901,0.0647,138.018,0.383,1.0,4.0
454,6daQ9S91breHsKN4Qd2mar,You Are so Quiet - Video Mix,0.145,0.719,220787.0,0.991,0.0938,0.104,-6.174,0.115,137.165,0.194,5.0,4.0
455,2PEXpDuu8HTcs4Bl0hR1hG,La Follia - Intro Mix,0.0257,0.863,373900.0,0.607,0.0145,0.297,-8.889,0.094,132.976,0.0676,1.0,4.0
456,59AUHYXj5iKhJGwDsbU1CZ,The 6th Gate (Dance With the Devil) - Radio Edit,0.00192,0.772,196813.0,0.812,0.261,0.149,-8.131,0.144,138.826,0.148,9.0,4.0
457,5erpKW9e9MxokrjehVVJK7,Partyalarm (Und Ab Geht's) - Radio Mix,0.0023,0.699,220920.0,0.999,0.688,0.323,-4.238,0.158,140.007,0.101,10.0,4.0
458,1NDpzH7FlB9s33OzHkHh3P,The Message - DJ Bart Short Radio Mix,0.000837,0.773,193333.0,0.805,0.627,0.176,-7.146,0.0552,141.011,0.101,8.0,4.0
459,6txxaSNtTclrgY8ZQ2lIN1,Derb - Derbus Radio Edit,6.39e-05,0.761,212427.0,0.659,0.922,0.168,-13.386,0.0458,140.02,0.0377,1.0,4.0
460,1SwkoaG2k49XASklZIAon2,MUSICA (Kick Da Mix),0.000228,0.8,327120.0,0.957,0.48,0.709,-5.972,0.0437,140.016,0.641,8.0,4.0
461,0MeOKZnWXr5ALIOWPxv13H,Party People - Mricky & Danieli Radio Mix,0.0133,0.674,205923.0,0.977,0.000503,0.285,-4.151,0.0348,134.999,0.942,4.0,4.0
462,5GndQG5t6KAvQQ0o6y3LUg,Strings Of Life - Danny Krivit Re Edit [Mixed],0.00746,0.736,290152.0,0.825,0.906,0.0533,-7.382,0.0326,123.969,0.367,6.0,4.0
463,5sPvRaPgEVZ1vPausgcu27,Welcome to Africa - Short Cut,0.000297,0.531,206973.0,0.846,0.146,0.125,-9.774,0.044,137.923,0.313,10.0,4.0
464,51R0XKnca8Je9Nl8EaW7UD,Bitch - Radio Edit,0.00745,0.725,193200.0,0.792,0.00101,0.0345,-8.044,0.0395,131.955,0.789,9.0,4.0
465,7uQWtaM6QwPLVTnw2xEXhw,Dark Beat - Original Murk Mix Radio Edit,0.00339,0.926,224893.0,0.77,0.000103,0.12,-5.714,0.0573,127.844,0.484,1.0,4.0
466,1CJXHuTAdt3txMkmUjOJ3E,Superstar (The Remixes) - Jan Wayne Remix,0.00353,0.662,495282.0,0.997,0.713,0.0383,-7.066,0.0705,141.013,0.267,0.0,4.0
